,SMILES String,PC1,PC2,PC3,PC4,PC5,Cluster
Anion_2954,COc1ccc(-c2noc(CCCC(=O)[O-])n2)cc1,-3.972469281,7.209206072,2.733377802,-3.727215487,-2.621919163,16
Anion_2955,O=C([O-])CCC(=O)c1cc(F)cc(F)c1,-0.793123348,0.404534062,0.173076186,3.006837402,-2.686515083,13
Anion_2956,CC(C)(C)OC(=O)[N+]1=C2[CH-]C(CC(=O)[O-])=CC=C2CC1,2.70828344,2.036136648,6.433944583,-0.209759952,1.424065685,12
Anion_2957,O=C([O-])CCCC1=[N+]=C(c2ccc(F)cc2)[N-]O1,-3.333166374,6.012260254,2.536250405,-2.618640973,-2.826574263,16
Anion_2958,Cc1ccc(-c2noc(CCCC(=O)[O-])n2)cc1,-3.599844057,6.663670695,2.699447081,-3.024502264,-2.590266668,16
Anion_2959,CC(C)(C)c1ccc(OCc2ccc(C(=O)[O-])o2)cc1,-2.737748675,1.164804047,-2.197843408,0.938109212,3.459339685,10
Anion_2960,COc1ccc(-c2[nH+]c3ccccc3[c-]2CCC(=O)[O-])cc1,-0.073784979,1.527323124,-0.835255164,1.242470974,-0.293270512,9
Anion_2961,O=C([O-])C1=CC=C([O-])[N+](=C2C=CC=C(F)[CH+]2)[CH-]1,-2.922703214,-0.041551559,1.215532627,-1.581984796,-0.234744649,0
Anion_2962,O=C([O-])C1=CC(=C2C=CC(F)=C[CH+]2)N=[NH+]1,-3.3373553,-0.713212237,-1.215907817,-1.070002046,0.779208319,15
Anion_2963,CCc1ccc(C2=CC(=C([O-])[O-])[NH+]=N2)cc1,-4.2475353,0.730174754,-1.218450077,-1.381628896,1.333462443,10
Anion_2964,Cc1ccc(C2=CC(=C([O-])[O-])[NH+]=N2)cc1C,-3.774388933,0.196244123,-1.28813577,-1.32088185,1.192763098,10
Anion_2965,CCOc1ccc(C2=CC(=C([O-])[O-])[NH+]=N2)cc1,-5.104194565,2.24318669,-0.764008371,-2.548969631,1.602160941,0
Anion_2966,O=C([O-])C1=CC(=C2C=CC3=C([CH+]2)OCCO3)N=[NH+]1,-4.465741586,0.343822488,-2.155418003,-0.322113652,2.923756371,10
Anion_2967,C[N+]1=[N+]=C(C(=O)[O-])C=C1c1ccc(F)cc1,-2.565523753,1.824034925,-0.379848872,-1.363862805,0.684358068,10
Anion_2968,O=C([O-])C[S+]=c1ncc(C(F)(F)F)c[c-]1Cl,-1.40459799,1.003318513,0.039211303,1.261753042,-1.116370094,4
Anion_2969,O=C([O-])C1=CC(=C2C=CC(F)=C[CH+]2)C=[NH+]1,-2.359334671,1.001368531,-1.443226364,-0.947766957,0.041122634,10
Anion_2970,CCCOc1cccc(CC(=O)[O-])c1,0.456122575,2.17982906,0.467974214,-2.204570582,-1.286640487,5
Anion_2971,CC1=C(C(=O)[O-])SC(c2ccc(C)cc2C)=N1,-4.019351468,0.970654801,0.826926512,-1.150053069,0.804418043,0
Anion_2972,CC1CCN(CC(=O)[O-])CC1,5.270210732,2.851610417,2.122614599,-3.999900936,-0.028043949,1
Anion_2973,O=C([O-])C[n+]1cnc(C(F)(F)F)[n-]1,0.445824913,-0.216942757,0.99743182,-1.886251189,-1.171234347,3
Anion_2974,CC1=C(Cl)C(C(F)F)=[N+]=[N+]1CC(=O)[O-],2.432650033,0.46191327,4.051034841,-1.130275558,0.231080928,14
Anion_2975,CC1=C(Cl)C=[N+]=[N+]1CC(=O)[O-],2.380957824,0.386340628,1.837422794,-2.244606997,-1.138608304,5
Anion_2976,CCOC1=[N+]=C(C)[S+]=C1C(=O)[O-],-0.346849786,-2.233803703,-0.386188626,-0.486620351,-0.10768997,2
Anion_2977,CC1=CC=CC(=CC=C([O-])[O-])[N-]1,-1.600754084,-0.820311995,1.414076657,-2.508893575,-2.216821821,3
Anion_2978,CC1=[N+]=C(c2c(Cl)cccc2Cl)[S+]=C1C(=O)[O-],-2.676510174,-0.208860617,2.229790706,-0.319446431,1.424714188,10
Anion_2979,O=C([O-])c1[c-][n+](C2CCOCC2)nc1,1.067283935,1.267065129,-1.018093684,-0.739938553,1.143272328,5
Anion_2980,COCC(C)(C)CC(=O)[O-],4.436429082,1.080019548,-2.780431729,-1.930376976,-0.192552421,1
Anion_2981,O=C([O-])CCc1[c-][nH+]nc1,3.856561538,-0.275542694,-2.398118684,0.855548831,-0.828408248,20
Anion_2982,CC1=[N+]=C(C2=CC(=C([O-])[O-])[N-]O2)C=[S+]1,-4.548420726,-0.329512028,0.075376089,-1.354268906,-0.14416803,0
Anion_2983,CC1=[N+]=[NH+]C(C)=C1CCC(=O)[O-],3.773442487,0.258094271,-1.679126254,0.716413695,-0.523103538,20
Anion_2984,CC1=[N+]=[N+](C)C(C)=C1CCC(=O)[O-],3.275511066,0.850523657,-1.838254468,1.065156648,-0.053912166,9
Anion_2985,O=C([O-])CCC(=O)c1ccccc1Br,0.126001775,1.454177884,0.63478092,-0.54485453,-2.734425244,5
Anion_2986,COC1=[N+]=C(C2=CC=[N+]=C[CH-]2)[S+]=C1C(=O)[O-],-3.629541946,-1.385380505,1.621726709,0.761814591,-0.014835795,15
Anion_2987,O=C([O-])c1cc[n+](-c2cccc(F)c2)[n-]1,-2.717875092,0.590239715,-0.91340006,-0.839339665,-0.094954628,10
Anion_2988,O=C([O-])c1cc[n+](C2CCOCC2)[n-]1,0.250176687,1.069334154,-1.090744499,-1.44971763,1.060812842,2
Anion_2989,Cc1ccccc1C1=[N+]=C(C(=O)[O-])C=[S+]1,-3.494783802,0.242613186,-0.071502112,-1.298291924,-1.355515344,0
Anion_2990,CC(C)(C)[N+]1=NC=C(C(=O)[O-])[C-]1Br,0.917488075,-0.541577126,-0.581747028,-0.143854549,1.019770652,2
Anion_2991,O=C([O-])CCc1c(F)cccc1Br,1.703274788,0.81147764,-1.146873462,1.866776099,-1.061798215,9
Anion_2992,O=C([O-])CCCCC1=C[NH+]=[N+]=N1,2.028117223,0.620324883,0.159661803,-0.344531492,-3.073131816,5
Anion_2993,O=C([O-])C1=CN=[n+]2c(C(F)F)cc(=C3C=CC=C[CH-]3)nc21,-3.55361024,0.905357805,3.133685836,0.424670697,-1.059760532,4
Anion_2994,CC(C)(C(=O)[O-])c1c(F)cccc1F,2.611886554,-0.137441687,2.049762174,0.268136572,0.315302374,14
Anion_2995,Cc1cc(=C([O-])[O-])[n+](=C2C=CC=C(C(F)(F)F)[CH+]2)[n-]1,-1.481887293,-1.297441361,2.594579189,-1.449810521,1.488391336,21
Anion_2996,Cc1cc(=C([O-])[O-])[n+](=C2C=CC=C[C+]2Br)[n-]1,0.420993299,-2.237369623,2.960439677,-0.110455472,2.277708965,21
Anion_2997,O=C([O-])C1=C[N+](=c2cccc[c-]2C(F)(F)F)[N+]#[N+]1,-3.342379098,0.155096753,0.811773345,-0.347249761,-0.24057881,0
Anion_2998,CC1=[N+]=[N+](c2ccc(F)cc2)N=C1C(=O)[O-],-3.036356525,0.289234431,0.758074374,-1.474917246,0.707503771,0
Anion_2999,CC(C)C1=C(C(=O)[O-])[N+]#[N+][N+]1=c1[c-]cc(F)cc1,-1.443737757,0.544654683,4.39088351,0.043406066,2.225248833,18
Anion_3000,COc1cc(F)ccc1CCC(=O)[O-],1.804477423,0.901152245,-1.866948567,1.49026567,-0.108942107,9
Anion_3001,O=C([O-])C1=CC(=C2C=CN=C[CH+]2)O[N-]1,-4.434099583,-1.522740356,0.092473797,-0.247351913,-0.431149724,15
Anion_3002,Cc1[nH+]nc(C(=O)[O-])[c-]1C(F)(F)F,1.543672862,-1.471466591,-1.277445848,-1.359763995,0.377894885,17
Anion_3003,COc1cccc(CCC(=O)[O-])c1Cl,1.217693129,1.418527165,-1.741634856,2.415695262,0.280158502,9
Anion_3004,CC1=[N+]=c2cc(CCC(=O)[O-])ccc2=[NH+]1,0.425417817,2.701075965,-1.579621334,2.432301359,0.285394407,6
Anion_3005,O=C([O-])CC[n+]1ccc2cc(Br)cc[c-]21,-0.013871596,0.995479075,-1.710957635,3.000441781,0.887060347,6
Anion_3006,Cc1c(C(=O)[O-])[n+]#[n+]n1CC1CCCC1,-0.463696761,-0.375118844,-0.75044817,0.101960916,1.717649783,2
Anion_3007,COc1ccc(C[N+]2=[N+]=[N+]=C(C(=O)[O-])[C-]2C)cc1,-2.679545294,1.744311245,-0.580436301,-0.499866615,1.272286747,10
Anion_3008,CC(C)[N+]1=NC=C(C(=O)[O-])[C-]1Cl,1.184320979,-0.778440752,-1.246884918,-0.489734541,0.736502336,2
Anion_3009,CC(=O)c1cccc(OCC2=CC(=C([O-])[O-])[N-]O2)c1,-4.551374181,-1.665975857,-0.826716481,0.75032445,0.858874639,15
Anion_3010,CC1=CC(C(=O)[O-])=C(C)N1C1CCCCC1,1.231550924,3.166334028,-0.419753436,-2.305966901,2.007790631,1
Anion_3011,CCCc1ccc(-c2ccc(C=CC(=O)[O-])cc2)nc1,-7.227072098,4.374863461,-1.378467214,0.68231475,2.778983744,19
Anion_3012,O=C([O-])Cc1cc(OC(F)(F)F)ccc1F,0.613274543,1.34936666,2.47924537,-1.424878837,-0.458787174,18
Anion_3013,O=C([O-])CCOc1cccc(OC(F)(F)F)c1,-0.296728663,3.078911525,0.574832797,0.066772251,-0.378831613,16
Anion_3014,O=C([O-])C1(N2CCOCC2)CCC1,6.242758435,-1.01968744,0.141665739,-0.248063775,2.642386213,11
Anion_3015,COc1ccc(Cl)c(CC(=O)[O-])c1F,2.691499737,0.689263268,3.705851514,-0.48901218,-0.367021733,14
Anion_3016,Cc1cccc(Cl)c1CC(=O)[O-],3.130673931,0.660315661,2.239263142,0.018162399,-0.546223873,14
Anion_3017,O=C([O-])C(=O)c1cc(F)ccc1F,-2.206348031,-4.584535778,0.690031528,-0.442863413,0.595493427,8
Anion_3018,CCCC[n+]1c(C(=O)[O-])cc([O-])[nH+]c1[O-],-0.879967243,-4.938376431,0.639441643,-0.354528779,1.80494945,21
Anion_3019,O=C([O-])C[n+]1cc(Br)c[n-]1,1.036952863,0.003240078,0.21209927,-2.930398058,-2.206646319,5
Anion_3020,CC1=CC(C)=[N+]=C(N2CCC(C(=O)[O-])CC2)[N-]1,-2.007496716,2.699614256,-1.089309422,2.187300468,3.55176199,6
Anion_3021,CCN1C=C(S(=O)(=O)Cl)C=C1C(=O)[O-],-3.860241594,-2.904393587,1.445155753,1.793870942,-1.629338238,8
Anion_3022,O=C([O-])c1[c-]c2nc(Br)n[n+]-2cc1,-3.267463117,-1.189439669,-0.566379211,-0.719005067,-0.146752564,15
Anion_3023,C[n+]1cc(=C[O-])c(=C([O-])[O-])[n-]1,-1.283907999,-2.91828481,-1.270327427,-0.442269944,-0.825844681,8
Anion_3024,O=C([O-])Cc1ccc2c(c1)OCCCO2,0.163099288,3.360635013,-0.422729674,-0.919473825,-0.39451154,16
Anion_3025,COc1[c-]c(=[N+](CC(=O)[O-])S(C)(=O)=O)ccc1,2.041452742,0.903843376,3.984496811,1.491070326,1.504841355,14
Anion_3026,Cc1cc(CSCC(=O)[O-])no1,0.93872058,-0.967667586,-0.694033475,0.076962567,-0.692145235,2
Anion_3027,CC1=[N+]=[N+](C)C(C(F)F)=C1C(=O)[O-],1.844705356,-1.659104654,0.198005616,-0.243952739,0.644379493,17
Anion_3028,CC[N+]1=NC(C)=C(C(=O)[O-])[C-]1C(F)F,1.139758872,-1.030711702,-0.227664741,-0.367972244,0.674890056,2
Anion_3029,CC[N+]1=NC(C)=C(C(=O)[O-])[C-]1C(F)(F)F,1.617258437,-1.403010024,1.085159427,0.280079167,1.895795545,7
Anion_3030,O=C([O-])C1=CN=[N+]2C(=O)C=C[NH+]=C12,-1.346679077,-1.918687788,-0.960117884,-0.175944962,-2.192281157,8
Anion_3031,COC1=CC=[N+]2C(C(=O)[O-])=CN=C2[CH-]1,-2.046158166,0.676624669,-0.534349664,-1.827372762,-1.458257307,0
Anion_3032,COC1=CC=C(OC)C(=C2C=C(C(=O)[O-])N=[NH+]2)[CH-]1,-2.107535123,1.741797211,1.686188903,-0.696033925,1.299365546,10
Anion_3033,O=C([O-])c1ccc(C[n+]2ccc[n-]2)o1,-1.192824209,-0.348400312,-0.530632258,-2.569838632,-0.322968064,2
Anion_3034,CC(C)(C)C(=O)c1c[n+](CC(=O)[O-])c2cccc[c-]12,-0.641219086,0.079994665,1.903111764,-0.649446823,-0.720358609,3
Anion_3035,CCOc1ccc(OCCCC(=O)[O-])cc1,1.562395995,2.720364484,2.721714793,-0.354317939,-0.433085827,18
Anion_3036,[O-]C(C(C)(C)OC1=CC(Br)=C(F)C=C1)=O,0.348500257,1.208730774,2.309210871,-0.267321167,0.302735566,18
Anion_3037,[O-]C(/C=C/C1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1)=O,-5.98811116,3.12496107,-1.202935189,0.744697642,3.512716586,10
Anion_3038,CN(C(=O)OC(C)(C)C)C1=CC(=C([O-])[O-])[N+](C)=N1,-1.067568109,-0.53518448,-0.640540227,-2.42296138,1.21471471,2
Anion_3039,CC[N+]1=CC(=C2C=CC=C[CH-]2)C(=C([O-])[O-])[C+]1C,2.080110597,0.691728299,2.650978169,0.172218115,2.120467252,7
Anion_3040,O=C([O-])C1CC[N+](=c2cc(C(F)(F)F)nc[n-]2)CC1,-2.638456393,2.625057471,0.050477827,1.670379237,1.784041348,6
Anion_3041,O=C([O-])c1c[nH+]c2cc(Br)nc[c-]12,-1.566634079,0.740067489,-0.532349642,-1.893136356,-1.319846098,5
Anion_3042,O=C([O-])C=Cc1cc(C(F)(F)F)ccc1Cl,-2.483983284,-1.005685212,-0.191424251,1.091322904,1.581845056,15
Anion_3043,C[N+]1=[N+]=C(C(=O)[O-])c2cc(Br)ccc21,-1.54334303,-0.947846896,0.548215063,-0.68897337,0.228479073,3
Anion_3044,N#CC1(CC(=O)[O-])CC1,3.252388282,-2.114571686,-2.992304469,-0.292541313,-0.777379172,20
Anion_3045,O=C([O-])C(=O)N1CCC(C(F)(F)F)CC1,0.419948243,-2.227921418,-1.709141303,-0.375259927,2.048101232,2
Anion_3046,CN(C(=O)OC(C)(C)C)C1(C(=O)[O-])CCC1,4.599546793,0.238417877,0.433539837,0.276440269,2.348067233,11
Anion_3047,O=C([O-])C1CCC(C(F)F)CC1,4.579661751,1.428103064,-2.72037126,-0.898359127,2.865435867,1
Anion_3048,CCOC1(C(=O)[O-])CC1,5.214460559,-0.463101777,-0.418403346,-2.752214151,0.721811989,11
Anion_3049,O=C([O-])C1=CN=[N+]2C(C(F)(F)F)=CC=[N+]=C12,-2.993873302,-0.868740397,0.338115415,1.7380911,-1.457142422,4
Anion_3050,O=C([O-])C1C[N+](=c2[c-]cc(Cl)cc2)C1,0.019267017,1.035346313,-1.851960778,2.129797238,2.058254329,6
Anion_3051,O=C([O-])c1[c-]c2nc(C(F)(F)F)c[n+]-2cc1,-2.659469477,-0.281872647,-0.210906541,-0.362476576,0.308059886,10
Anion_3052,C[n+]1ccc2c(OCC(=O)[O-])ccc[c-]21,-0.266987395,2.290430729,0.220363531,-1.705789095,-1.3860084,5
Anion_3053,CN1C=C(C(=O)[O-])C(CN2C(=O)c3ccccc3C2=O)=N1,-4.421003807,2.444589084,3.766410296,-0.13870873,-0.565467346,0
Anion_3054,CC(C)(C)C1=CC(C(=O)[O-])=NN1,1.194579481,0.47438436,-0.621232757,-1.467271474,0.863493499,5
Anion_3055,CN(C(=O)CCC(=O)[O-])C1CCCCC1,2.120520364,1.794642413,-2.966198982,1.43319212,1.516811933,9
Anion_3056,Cc1cc(OC(F)(F)F)ccc1CC(=O)[O-],-0.188645764,2.170992308,-0.436066358,-0.944882642,0.031938519,5
Anion_3057,CN(C)S(=O)(=O)c1ccc(C(=O)[O-])o1,-1.077109437,-2.759596141,0.887870228,-1.134800559,0.29264187,8
Anion_3058,CC1=CC(C)=[N+]=C(SCCC(=O)[O-])[N-]1,-0.816467152,1.682099558,-0.554517219,2.496979921,1.030656854,6
Anion_3059,O=C([O-])C[n+]1cc(Br)c(C2CC2)[n-]1,0.276033333,1.225990249,0.288784212,-1.954246462,-0.248812466,5
Anion_3060,COc1ccc(C2=[N+]=C(CC(=O)[O-])C=[S+]2)cc1OC,-3.965071235,4.466539837,-0.127037309,1.257325267,1.766848629,6
Anion_3061,C[n+]1c(C(=O)[O-])cc2cccc(Cl)[c-]21,-1.136598102,-2.123792877,-0.052774302,-0.217944676,1.466786912,2
Anion_3062,O=C([O-])c1cc2c(s1)CCOC2,-0.836896114,-1.769569987,-2.195145417,-0.086140645,0.570301862,2
Anion_3063,O=C([O-])C1(c2ccc(C(F)(F)F)cc2)CCC1,2.042582014,-0.659502715,0.743313231,2.457921553,1.933935037,7
Anion_3064,O=C([O-])C[n+]1[c-][n+]#[n+]c1,2.999214895,-1.812877028,0.305267855,-1.988863006,-1.325222792,20
Anion_3065,CC(C)C1=[N+]=[NH+]C=C1C(=O)[O-],3.944351278,-0.654735841,1.724794006,-0.488401127,1.235824029,7
Anion_3066,C=C1c2ccccc2C(=O)N1CCC(=O)[O-],-0.604999898,0.63738349,-0.749352791,3.700016704,-1.195867722,13
Anion_3067,CC1=CC(C(=O)[O-])=C(C)N1c1cccnc1,-1.674928676,1.627566362,-0.17637407,-0.020142156,0.083221512,10
Anion_3068,O=C([O-])CN1CCCCCCC1=O,3.18316761,1.893899656,0.96510896,-1.647825444,0.087256603,1
Anion_3069,O=C([O-])C1([n+]2ccc[n-]2)CC1,2.583558335,-1.135346773,0.323225374,-1.696954559,-0.67999598,20
Anion_3070,CN1Cc2ccccc2N(CC(=O)[O-])C1=O,2.384826575,0.9906403,2.919695466,0.492951491,0.03135915,14
Anion_3071,Cc1[c-]c(=[N+](CC(=O)[O-])S(C)(=O)=O)ccc1,3.41911713,0.119949541,5.207621907,1.668549289,0.709819322,14
Anion_3072,O=C([O-])C1=[S+2]=CC=C1S(=O)(=O)N1CCCC1,1.102524948,-2.936849737,8.49732146,0.345813396,3.41458326,12
Anion_3073,COc1ccc(C2=CC(C(=O)[O-])=C(C)N2C)cc1,-2.36474453,4.456642468,0.081045951,-2.749396659,0.376714706,16
Anion_3074,O=C([O-])c1ccc(C[n+]2cc(Cl)c[n-]2)o1,-1.365604401,-0.356420954,-0.406829291,-2.426618939,-0.194347202,2
Anion_3075,O=C([O-])C1CCN(C(=O)Cc2ccc(Cl)cc2)CC1,-0.855619989,3.209358634,0.756786601,-0.777597836,0.144191927,16
Anion_3076,O=C([O-])CN1C=C(C(=O)C2CC2)c2ccccc21,-0.60968034,0.059588088,1.913237233,-0.510352737,-0.66766981,3
Anion_3077,Cc1ccc2cccc(OCC(=O)[O-])c2n1,-1.730659898,1.587906306,2.280452362,-0.243633269,-2.411408163,4
Anion_3078,O=C([O-])COc1ccc(-[n+]2c[n+]#[n+][n-]2)cc1,-1.900264234,0.782322915,0.244249495,1.187213217,-1.882814993,4
Anion_3079,COc1ccc2c(c1)C(C(=O)[O-])=C(C)N2C1CCCC1,0.378538565,1.282015314,-0.034582429,0.241198588,2.452908928,6
Anion_3080,CCOc1ccc2c(c1)C(C(=O)[O-])=C(C)N2C,0.819776104,0.993434839,0.227096465,-0.839158363,0.553537273,5
Anion_3081,COc1ccc2c(c1)C(C(=O)[O-])=C(C)N2C1CCCCC1,-0.170704181,1.547453494,-0.461471602,0.030412439,2.750725218,6
Anion_3082,COc1ccc2c(c1)C(C(=O)[O-])=C(C)N2C1CC1,0.34103191,0.576530793,-0.862702842,-0.213962822,1.603091533,2
Anion_3083,O=C([O-])C1(c2ccccc2Cl)CCC1,2.646585952,-1.507829689,1.984124198,1.394498403,1.827700229,7
Anion_3084,O=C([O-])C1(c2cccc(Cl)c2)CCC1,2.398132828,-0.627995607,1.556736924,1.244244044,1.334146218,7
Anion_3085,O=C([O-])C1(c2c(F)cccc2F)CCC1,3.109295772,-1.44067817,1.653322369,1.746120121,2.098419552,7
Anion_3086,O=C([O-])C1(c2c(Cl)cccc2Cl)CCC1,2.431117146,-1.51366315,1.965494986,1.728294229,2.336538983,7
Anion_3087,COc1ccc(C2=CC(=C([O-])[O-])[N-]O2)cc1F,-5.258195429,1.180469798,-0.344056593,-1.311590484,0.962029866,0
Anion_3088,CC1=[N+]=C(SCC(=O)[O-])C(=C=[N-])C(C)=C1C,-1.229357121,1.100799271,0.646479663,1.278504334,-1.17336016,4
Anion_3089,O=C([O-])COc1ccc(C(=O)c2ccccc2Cl)cc1,-2.872330044,1.519854685,-0.192153607,2.532685351,-0.789234965,4
Anion_3090,CC(C)(Cc1ccc(Br)s1)C(=O)[O-],0.423268792,2.1032019,1.492809595,0.994442698,0.76742069,6
Anion_3091,C[N+]1=C(C(=O)[O-])C=C2C=CC=[N+]=C21,-1.345975281,-2.528154791,-0.832463947,0.588102211,0.775478036,8
Anion_3092,C[n+]1c(C(=O)[O-])cc2ccc(Br)c[c-]21,-2.233211321,-0.869516494,-0.797341611,-0.640864144,1.099874147,15
Anion_3093,O=C([O-])C[S+]=c1nc(-c2cccc(Cl)c2)[n-]o1,-1.8183544,0.208170681,-0.669558511,3.600557701,0.30584862,13
Anion_3094,CC[N+]1=[N+]=C(C(=O)OC)C=C1C(=O)[O-],-2.179329343,-2.057269317,0.022238012,-1.576404802,0.072318203,8
Anion_3095,O=C([O-])c1cc2c(Br)cccc2o1,-3.005679239,-2.573184756,-1.398749012,-0.435052792,1.278153921,15
Anion_3096,CC(C)(C(=O)[O-])c1ccc(OC(F)(F)F)cc1,1.106511232,0.937327658,0.378148218,2.061803934,2.30488774,7
Anion_3097,CCOC1=[N+]=[N+](C)C=C1C(=O)[O-],2.703197909,-0.672437071,-1.142069988,-0.956945948,0.80335341,20
Anion_3098,CN1C=C(C(=O)[O-])C(C2CCOCC2)=N1,3.562445661,0.144384906,4.308141685,-0.379307456,3.419928728,14
Anion_3099,CC1=C(C(=O)[O-])[N+]#[N+][N+]1=c1ccc(C2CC2)c[c-]1Cl,-4.292638522,2.816797394,0.993480719,-1.15138716,1.02140683,0
Anion_3100,O=C([O-])Cc1ccc(I)c(F)c1,-0.778124329,1.262070898,0.409671349,-0.256437213,-1.519968345,5
Anion_3101,O=C([O-])CC1CS(=O)(=O)C1,3.638285128,0.953932215,-1.337176032,-1.860489844,-0.929739524,20
Anion_3102,O=C([O-])Cc1cc(C(F)(F)F)ccc1Br,0.957363904,0.301346513,3.733149509,-0.171904906,0.42044962,14
Anion_3103,O=C([O-])CCOCC1CCCCC1,3.727680612,3.204303078,-2.519161573,-0.588887536,1.236192819,1
Anion_3104,O=C([O-])c1[c-][n+]2c(C3CC3)[n+]#[n+]c-2cc1,-2.341980142,-1.093443968,0.720489539,-1.07634508,-0.711503799,3
Anion_3105,O=C([O-])c1[c-][n+]2c(C(F)F)[n+]#[n+]c-2cc1,-1.668932838,-2.319718905,1.815676741,-0.091170289,-0.163846579,3
Anion_3106,CC(=O)C1=CC(=C([O-])[O-])c2cccc[n+]21,-1.385558997,-1.27086755,-1.076002798,0.6264645,0.506544216,2
Anion_3107,O=C([O-])C1(C(F)F)CCC1,6.286690549,-1.836051099,-0.372284367,-1.03367515,1.545572461,11
Anion_3108,CC1(C(=O)[O-])CC2(CC2)C1,6.594547801,0.177874271,-1.132689976,-0.5279268,2.166374888,11
Anion_3109,OC(CC1(CC1)C(C=C2)=CC=C2B3OC(C)(C)C(C)(C)O3)=O,-1.272004003,1.768187793,0.539087874,2.83171783,5.137022194,6
Anion_3110,O=C([O-])C(=O)c1ccc(F)c(F)c1,-2.310243714,-3.933115387,0.691962901,0.403401896,-0.401718765,8
Anion_3111,O=C([O-])C1=CC=[N+]=[N+]1CC(F)F,0.883381095,-3.733416243,0.01957931,-1.209737556,-0.465575162,17
Anion_3112,O=C([O-])c1cc[n+](CC(F)F)[n-]1,0.326950666,-0.086145059,-0.984396117,-2.160410704,-0.023833097,2
Anion_3113,O=C([O-])c1cc[n+](CCC(F)(F)F)[n-]1,-0.409918436,1.025965783,-1.101738126,-2.48939232,0.284361943,2
Anion_3114,O=C([O-])C1=CC=[N+]=[N+]1CC1CC1,0.563748139,-2.648783343,-1.092040056,-1.914585585,-0.551721951,17
Anion_3115,C[N+]1=[N+]=C(C(=O)[O-])C=C1OC(F)F,0.07132631,-0.371164154,-1.187206589,-1.708350948,1.005279427,2
Anion_3116,CC1=[N+]=[N+](CC(F)F)C=C1C(=O)[O-],1.122894354,0.188819895,-1.050055076,-1.082298247,1.023321474,2
Anion_3117,CC(C)(C)OC(=O)N1CCC(C2=CC(=C([O-])[O-])O[N-]2)CC1,-5.366267384,0.270205081,-1.479265099,-0.20964997,5.441937485,10
Anion_3118,CC(C)(C)OC(=O)N1CC(c2nocc2C(=O)[O-])C1,-1.311676759,0.61688461,0.647681858,-1.382153359,0.714326564,10
Anion_3119,COC(=O)C[n+]1ccc(C(=O)[O-])[n-]1,-0.629140104,-0.012943581,-1.609647747,-1.09078931,-0.355062543,2
Anion_3120,Cc1ccccc1C1(C(=O)[O-])CCCC1,3.629480677,-0.886447594,2.50386891,1.216955094,2.313605352,7
Anion_3121,Cc1cccc(C2(C(=O)[O-])CCCC2)c1,3.515183655,-0.442611184,2.434170715,1.336697179,2.237461753,7
Anion_3122,O=C([O-])c1[c-][n+]2cc(Br)ccc2c1,-2.551630136,0.159198179,-1.417268628,-0.107644747,0.428790991,10
Anion_3123,COCCOCCCC(=O)[O-],5.417758728,0.821049506,-3.071946396,-0.568787563,0.490867704,1
Anion_3124,Cc1cccc2c([O-])[n+](CC(=O)[O-])cnc12,-0.669558143,1.386008216,3.303525451,-1.639102613,-1.571270901,18
Anion_3125,CC1=C(C2CC2)N=[NH+]C1=C([O-])[O-],0.376530626,-2.399733583,-1.670089567,-0.541103227,0.845699379,17
Anion_3126,O=C([O-])CC1=CC=[N+]=[NH+]1,2.549160187,-1.028314532,-0.586049749,-2.004754589,-1.878349375,20
Anion_3127,O=C([O-])c1cc(Br)c[n+]2c1=NC=[N+]=2,-2.600116457,-3.446283329,0.13840498,0.023216309,0.294193598,8
Anion_3128,O=C([O-])CC[n+]1ccc2ccc(Br)c[c-]21,0.118368833,0.833002882,-1.12669157,1.983770657,0.141935193,9
Anion_3129,CCOC1=CC(=O)[N+](=c2[c-]cc(F)cc2)N=C1C(=O)[O-],-1.475936724,-3.087468917,4.291110533,1.087839856,3.581846624,21
Anion_3130,CS(=O)(=O)C12CC(C(=O)[O-])(C1)C2,2.819434051,-0.426610871,-0.602044038,-1.428952514,2.099521497,20
Anion_3131,O=C([O-])C1(c2cccc(Br)c2)CCCCC1,2.648758665,-0.105973103,3.162085839,1.525078228,2.010549877,7
Anion_3132,C[N+]1=[N+]=C(C(F)(F)F)C=C1CC(=O)[O-],1.158600814,1.282023242,0.074280673,-2.521083441,-1.973962985,5
Anion_3133,CC(C)c1noc(CC(=O)[O-])n1,-0.153636545,0.940293582,1.114520211,-1.904130335,-1.733976435,5
Anion_3134,CC1(C)CC(CC(=O)[O-])C1,4.737961143,2.551873161,-1.692384356,-2.018916187,-0.236225452,1
Anion_3135,O=C([O-])C1=CC=[N+]=C2C=CN=[N+]12,-2.885573859,-4.804674773,0.427995609,-0.467270776,-0.641327622,8
Anion_3136,CC(C)CCC1CCC(C(=O)[O-])CC1,2.156914576,4.453894527,-2.125921084,-1.4089615,3.197134666,1
Anion_3137,CCCCC=C1CCC(CC(=O)[O-])CC1,0.492529695,3.606560825,-2.039590394,0.132997183,2.355328316,6
Anion_3138,CCCOCC1CCC(CC(=O)[O-])CC1,1.301469901,6.717599153,-0.818287582,-4.007058137,0.601909639,16
Anion_3139,CC[N+]1=CC(=CC=C([O-])[O-])C=N1,-1.429015885,1.54581074,-1.052001981,-0.88170321,-0.00775742,10
