code_name,SMILES,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,Total charge,Global SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Nucleophilicity idx,Second IP,Second EA,S0-T1 gap,MolLogP
Anion_0113,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1,1.3462,-5.5777,-4.2315,3.2868,-2.8349,18.2752,-1.0,471.0,-63.8034,-2.6084,-4.9046,184.8366,0.529,6.1216,0.1634,0.226,0.0042,9.9225,7.9207,2.3151,51.6541,0.856919999999999
Anion_0114,O=C([O-])C=Cc1ccco1,1.4643000000000002,-4.854,-3.3897,3.4032,-4.3101,16.1593,-1.0,307.4989,-70.1428,-2.3771,-4.1219,92.0393,0.4081,7.7133,0.1296,-0.4535,0.0134,17.7374,9.3284,-0.2266,58.8301,0.042699999999999
Anion_0115,C=C(C(=O)[O-])c1ccccc1,2.1397,-4.9413,-2.8016,3.1348,-4.7675,11.734,-1.0,323.7489,-66.8811,-1.9176,-3.8714,110.2431,0.2938,7.9023,0.1265,-0.8164,0.0422,29.4031,8.719100000000001,-0.4686,69.6819,0.4497
Anion_0116,CC(C)C(=O)C(=O)[O-],2.217,-4.6283,-2.4114,3.1818,-6.5344,11.6233,-1.0,275.8266,-66.7036,-2.356,-3.5199,72.9182,0.2396,9.7162,0.1029,-1.6763,0.1446,85.9625,9.5759,-4.5063,66.7364,-1.0386
Anion_0117,COc1ccc(CCC(=O)[O-])cc1,1.5944,-4.6746,-3.0802,3.1602,-4.7987,17.4833,-1.0,376.4287,-69.3815,-2.3006,-3.8774,127.2188,0.3001,7.9589,0.1258,-0.8193,0.0423,29.0897,8.3476,-0.7853,85.8843,0.377699999999999
Anion_0118,O=C([O-])C(=O)Cc1c[nH+]c2cccc[c-]12,1.3145,-4.8718,-3.5573,3.0785,-3.9001,17.1902,-1.0,380.3892,-69.5197,-3.4031,-4.2146,138.7938,0.437,6.9786,0.1433,-0.4109,0.0122,19.6479,8.1197,0.9302,57.4552,-0.765699999999999
Anion_0119,O=C([O-])Cc1cccc(Br)c1,2.4079,-5.4875,-3.0796,3.5308,-4.5071,8.752,-1.0,338.7596,-59.4928,-1.9214,-4.2836,117.7507,0.2552,8.0379,0.1244,-0.4882,0.0148,17.3641,8.8281,0.0359,77.6303,0.741499999999999
Anion_0120,O=C([O-])Cc1ccc(C(F)(F)F)cc1,2.3641,-5.6515,-3.2873,3.7088,-4.3178,8.6733,-1.0,360.4434,-54.6926,-2.6218,-4.4694,114.0455,0.2538,8.0266,0.1246,-0.3045,0.0058,13.8528,9.3244,-0.1416,73.0945,0.9977999999999992
Anion_0121,CCCC=CC(=O)[O-],2.9679,-4.4499,-1.482,3.1584,-6.8398,15.8904,-1.0,297.9792,-71.3826,-2.1426,-2.966,82.4492,0.1307,9.9981,0.1,-1.8407,0.1695,115.3976,9.311,-3.869,83.088,0.0926
Anion_0122,CCOC(=O)C=CC(=O)[O-],1.218,-5.1656,-3.9477,3.7692,-4.1205,18.1526,-1.0,327.6214,-66.8643,-2.9252,-4.5566,88.556,0.4721,7.8897,0.1267,-0.1756,0.002,12.2192,9.6936,-0.7848,51.581,-1.144399999999999
Anion_0123,O=C([O-])C=Cc1ccc(F)cc1,1.0821,-5.0345,-3.9524,3.5459,-3.5869,15.0796,-1.0,341.6923,-67.9089,-2.8081,-4.4935,110.0802,0.5165000000000001,7.1328,0.1402,-0.0205,0.0,11.4777,9.3466,0.8195,54.2727,0.5888
Anion_0124,O=C([O-])COc1ccc2ccccc2c1,1.2437,-5.2274,-3.9837,3.2223,-3.3951,14.2574,-1.0,384.1212,-66.0431,-2.0211,-4.6056,144.1437,0.4228,6.6174,0.1511,-0.0864,0.0006,13.4618,8.0999,1.1634,58.1716,0.968499999999999
Anion_0125,CCCCCCCCCCC/C=C\CCCCC(=O)[O-],1.9469,-4.7688,-2.822,3.1985,-5.5143,16.3069,-1.0,530.3776,-68.8198,-1.4675,-3.7954,222.7381,0.1854,8.7128,0.1148,-1.1579,0.077,41.8949,7.7233,-1.3842,105.1106,4.773800000000004
Anion_0126,COC(=O)CCCCC(=O)[O-],3.0869,-5.2421,-2.1552,3.6544,-6.1741,9.8434,-0.9998,340.3624,-67.2815,-2.5232,-3.6987,101.217,0.1159,9.8284,0.1021,-1.2599,0.0813,34.5047,9.1169,-2.6877,109.1525,-0.5303
